t_s,I,Q
0.00131,-0.0124464015,0.000430559439
0.00132,0.0132546606,-0.0212229105
0.00133,0.0543976193,0.0567328178
0.00134,-0.0251347204,-0.00602473321
0.00135,0.00395499863,0.0210081964
0.00136,-0.00301822163,0.0130692015
0.00137,-0.0642379808,0.0294433769
0.00138,-0.0331106389,-0.0151815846
0.00139,-0.0468556111,0.0258380462
0.0014,0.0297820474,-0.069684365
0.00141,-0.0736651915,0.02264856
0.00142,-0.0255468716,-0.0251629943
0.00143,-0.0052059914,0.0282131696
0.00144,-0.0456264125,0.0180036383
0.00145,0.00597842541,0.000359778877
0.00146,0.00292177111,-0.00133826413
0.00147,-0.00394095452,-0.00860183804
0.00148,0.0255061278,-0.0562787367
0.00149,-0.0455441308,0.0916832142
0.0015,0.0117825572,-0.0610539384
0.00151,0.0417404519,-0.0171198561
0.00152,-0.0553973055,-0.0337800247
0.00153,-0.0401792872,0.026018918
0.00154,0.0185393395,0.0649759144
0.00155,-0.00358916459,-0.0186356207
0.00156,-0.0269762546,-0.0161813372
0.00157,-0.044028843,0.00205720218
0.00158,0.00042416211,-0.00856014003
0.00159,2.30773504e-05,0.021519343
0.0016,-0.00252110013,0.0192630708
0.00161,-0.0186670139,-0.0228649563
0.00162,-0.0565174465,0.03021675
0.00163,-0.0538019742,0.00575595662
0.00164,0.0341841597,0.0185876136
0.00165,0.0757392673,0.0394442464
0.00166,-0.00922454072,0.00632085674
0.00167,0.025477807,0.0271100221
0.00168,-0.0707621651,-0.02887447
0.00169,-0.0591115848,-0.0625290263
0.0017,-0.013723108,-0.0261943397
0.00171,-0.0458281105,0.0444708865
0.00172,0.00737676636,-0.0340621989
0.00173,0.0582138628,-0.0549638315
0.00174,0.00153782799,0.0202221033
0.00175,-0.0028650677,0.036123511
0.00176,0.0265730621,-0.0329458159
0.00177,-0.0133397085,0.0911699631
0.00178,0.0176294076,0.035827186
0.00179,-0.011791097,0.00328945432
0.0018,0.0208217066,0.0228315415
0.00181,-0.0027438231,-0.0880579516
0.00182,0.0343890766,0.0230210354
0.00183,-0.0158940756,-0.0568515596
0.00184,-0.00924446036,0.0115227323
0.00185,0.024967232,0.00307015095
0.00186,-0.00421733592,-0.00834033128
0.00187,0.0266897192,0.00975968198
0.00188,-0.0150996046,0.00945858595
0.00189,0.0114819688,-0.0179117302
0.0019,-0.00824786479,0.0260987764
0.00191,0.0633227974,-0.0782366361
0.00192,-0.00176577383,-0.0262374998
0.00193,-0.00959148544,0.00965763796
0.00194,-0.0374641238,-0.00986842924
0.00195,-0.0162826486,-0.0056924352
0.00196,-0.019967337,-0.0104939216
0.00197,-0.0708895462,0.0167976244
0.00198,-0.0507913557,0.00519975211
0.00199,-0.00873179588,-0.0214318092
0.002,-0.0295136811,0.0186185905
0.00201,0.055766429,0.0726722707
0.00202,0.00321682319,-0.0425419276
0.00203,-0.00940042914,-0.00766736045
0.00204,-0.035869072,0.0470955509
0.00205,0.0360320408,-0.0295313039
0.00206,-0.0467765173,0.0160168577
0.00207,0.0597137736,-0.0480903508
0.00208,-0.00236889408,-0.104597011
0.00209,-0.0164337385,-0.0261244297
0.0021,0.00607676046,-0.0450599353
0.00211,0.0482628913,0.04309197
0.00212,-0.0199162808,0.00570214331
0.00213,-0.008965816,-0.0186718433
0.00214,-0.0051760771,0.0216037015
0.00215,0.0671551308,0.0352300935
0.00216,0.025667043,-0.0331966208
0.00217,-0.00611797896,0.0155690637
0.00218,0.0527944628,0.0113142132
0.00219,0.00516770711,0.028778586
0.0022,0.0328460517,0.0706405092
0.00221,-0.00954495749,-0.0224211294
0.00222,0.00225916694,0.0649960524
0.00223,-0.037540632,-0.0281586148
0.00224,-0.0422931724,0.0317794954
0.00225,-0.047898262,-0.0313852011
0.00226,-0.0244143402,0.0305965368
0.00227,-0.0237036877,0.0146916406
0.00228,0.00324280384,-0.00369280703
0.00229,-0.106277082,0.0349127196
0.0023,-0.0176483213,0.049233772
0.00231,-0.0394597018,-0.0334191964
0.00232,0.0373277669,-0.0536445995
0.00233,-0.018598215,-0.0452325407
0.00234,-0.00858368448,0.0628649481
0.00235,0.070758588,-0.00360168587
0.00236,0.00327650704,-0.0122825035
0.00237,-0.0479896981,-0.0569680349
0.00238,-0.0515288352,0.0334802113
0.00239,0.0500019789,-0.000955212566
0.0024,0.0292090605,-0.0307899138
0.00241,0.0128024653,0.0544204965
0.00242,0.0740942564,-0.00585920067
0.00243,-0.0245469369,0.0172839065
0.00244,0.0160966795,-0.0106696544
0.00245,-0.00829606235,0.051936036
0.00246,0.0193373962,0.0231636686
0.00247,-0.0331080767,-0.0322524688
0.00248,-0.012881473,0.0346002696
0.00249,0.00820818239,-0.00686225635
0.0025,0.0127006983,-0.0163273584
0.00251,-0.00257508904,0.00121984615
0.00252,0.00962889134,-0.0394038061
0.00253,0.0428799776,-0.0284223862
0.00254,0.0111834894,0.0187584423
0.00255,-0.0763633948,0.040730161
0.00256,0.0237811081,0.0624400133
0.00257,-0.0385127073,0.00811956305
0.00258,0.00535857757,-0.00169000576
0.00259,-0.0543518856,-0.0255111132
0.0026,0.0167192206,-0.0252147593
0.00261,0.0707353621,-0.0128225978
0.00262,-0.0234354817,0.0453140652
0.00263,-0.0218322675,0.0367981445
0.00264,0.0114679379,0.0210589159
0.00265,-0.0410932788,-0.0525054585
0.00266,-0.00334850926,0.0392272323
0.00267,0.000266290296,-0.0306406541
0.00268,0.057571877,-0.0289915371
0.00269,0.0549183375,0.0086950717
0.0027,-0.00346971211,0.0555767935
0.00271,0.0247382602,-0.0327539945
0.00272,0.0390943541,0.00757494125
0.00273,-0.0352936914,0.0357927167
0.00274,0.0300310417,0.00864398719
0.00275,-0.0346939624,-9.09429758e-05
0.00276,0.0520093708,0.00601665579
0.00277,-0.0206268243,-0.000949331878
0.00278,0.0452801737,0.0492967182
0.00279,-0.00481646582,0.0273102511
0.0028,-0.0431846059,0.0152594299
0.00281,-0.0282681443,-0.0272062513
0.00282,0.0130901727,-0.00850372954
0.00283,0.00738730621,-0.0104573252
0.00284,-0.0270546353,0.0113950393
0.00285,0.0433190947,-0.0026459435
0.00286,-0.0252502545,-0.0111641599
0.00287,-0.00578708633,0.00269731762
0.00288,0.0503446657,-0.00373493341
0.00289,-0.0037055637,0.0535519746
0.0029,-0.0492919969,0.029163652
0.00291,0.00596552068,-0.0581855066
0.00292,0.05675162,0.0122358531
0.00293,-0.051044494,0.0198703498
0.00294,-0.020642694,0.0653638815
0.00295,0.0159473763,-0.00361092137
0.00296,-0.0696733939,-0.0511211214
0.00297,0.0239214333,0.0294063277
0.00298,0.0156960109,-0.0091523446
0.00299,-0.0742843759,-0.0382411892
0.003,-0.0528317007,0.00482424633
0.00301,0.0691966506,-0.0656480966
0.00302,-0.0528447313,0.0175638192
0.00303,-0.00937027606,-0.0344300672
0.00304,0.0134663722,-0.0118843411
0.00305,-0.00656068536,0.0387108545
0.00306,0.00103328621,-0.000472425786
0.00307,-0.0129607427,0.000337055077
0.00308,0.0916690285,0.035345592
0.00309,-0.00551605061,0.0125601512
0.0031,-0.0199113587,0.00701360885
0.00311,0.0114607364,-0.0674661128
0.00312,-0.0545558293,-0.00607350779
0.00313,-0.0394018336,-0.0422580852
0.00314,-0.00224689396,0.00443807512
0.00315,0.0211507894,-0.018050422
0.00316,0.00842673942,0.0133999127
0.00317,-0.0132234313,-0.0697052336
0.00318,0.0374165793,-0.00365240036
0.00319,-0.0311797698,0.00946613772
0.0032,-0.0382019309,0.0203851143
0.00321,-0.0133371497,0.0219964903
0.00322,0.0121247902,-0.0261197638
0.00323,-0.0301779457,-0.0362168416
0.00324,-0.0181894345,-0.0255235303
0.00325,-0.0420696245,-0.0162759115
0.00326,-0.012900738,0.0389419456
0.00327,0.0581180425,-0.0354901446
0.00328,0.0135727163,-0.010288935
0.00329,-0.0312172428,-0.0226535849
0.0033,-0.0116180113,-0.0152623287
0.00331,0.0452062813,0.0062439162
0.00332,-0.0325701102,-0.00567689824
0.00333,0.00277338088,-0.0541409316
0.00334,-0.0143168687,0.0419344944
0.00335,0.00659694033,0.0351416847
0.00336,0.0763548444,-0.0569263401
0.00337,-0.0425730316,-0.0137548825
0.00338,-0.00979009266,0.0180240774
0.00339,-0.0699446147,-0.000758537798
0.0034,0.0180683303,0.0113258058
0.00341,-0.0313406018,-0.138698347
0.00342,0.0350743201,0.0027661593
0.00343,-0.0210576609,-0.0138867284
0.00344,-0.0141870465,-0.0593849692
0.00345,-0.0122868422,-0.0573823006
0.00346,-0.00800092449,-0.0169263357
0.00347,0.0109902608,-0.0388919461
0.00348,-0.0123009229,0.0264299792
0.00349,0.0311721034,-0.0189970607
0.0035,-0.0342060919,-0.1091977
0.00351,0.0664064281,0.0706120712
0.00352,-0.026432772,0.0407857621
0.00353,0.00681897486,0.00873283264
0.00354,-0.00385991214,-0.0054077999
0.00355,0.0109517173,-0.0453687612
0.00356,0.0194929768,-0.0226405756
0.00357,-0.054970382,-0.0362627641
0.00358,-0.0162635046,0.00472825013
0.00359,0.00295702824,-0.0116163386
0.0036,-0.0808416795,0.022882697
0.00361,0.0415798265,0.0583502901
0.00362,0.03070998,0.00490503923
0.00363,-0.0394014833,0.0527080143
0.00364,0.00388958068,-0.00540525372
0.00365,0.0323629882,0.0104908074
0.00366,-0.0306324962,-0.0316543633
0.00367,-0.010863459,-0.0417813898
0.00368,-0.00809008777,-0.0159890115
0.00369,0.0246607513,-0.021258351
0.0037,0.0693004581,-0.0202766341
0.00371,0.0323012636,-0.0028847009
0.00372,-0.0442404161,0.04809062
0.00373,-0.0101676091,-0.0386729867
0.00374,0.0405476437,0.0488324232
0.00375,0.0371640968,-0.000648429625
0.00376,-0.0234272301,0.0447232087
0.00377,-0.0373300612,0.0205450281
0.00378,-0.0365258057,-0.0230237266
0.00379,-0.0601959182,-0.0540102966
0.0038,-0.00783161643,-0.0614327179
0.00381,0.0447272967,0.0402387868
0.00382,0.0496984192,0.0470613632
0.00383,0.0404337779,-0.0376053084
0.00384,0.00461212407,0.0208439704
0.00385,0.0496343963,0.0721825516
0.00386,-0.0129831907,0.00364411513
0.00387,-0.0173134159,-0.00451432856
0.00388,-0.029871663,-0.0147990017
0.00389,-0.0684905044,0.0207519129
0.0039,-0.00212419805,0.0517231644
0.00391,-0.0322909136,-0.00925996328
0.00392,0.00798228554,-0.0662506876
0.00393,-0.0293046965,0.0348930654
0.00394,-0.100014279,-0.00772981359
0.00395,-0.00326979062,0.00797396041
0.00396,-0.0815145174,0.00898724016
0.00397,-0.0161400186,0.0304841238
0.00398,-0.0196653152,-0.00501635905
0.00399,-0.0198210444,0.00204300683
0.004,0.0420553838,-0.0259323316
0.00401,0.0322454995,-0.0142418357
0.00402,0.0104972491,0.022530946
0.00403,0.0478218975,0.0120391167
0.00404,0.00835883534,-0.0148253236
0.00405,-0.071812775,0.00334420214
0.00406,0.0179175945,0.00969272361
0.00407,-0.0458518022,-0.0185659478
0.00408,-0.000587450018,0.0151445658
0.00409,0.040357156,-0.0177238937
0.0041,0.0305625987,0.10630751
0.00411,0.0339641529,0.0144939716
0.00412,-0.00277848788,0.0523405496
0.00413,0.0524188385,0.00497310797
0.00414,-0.0458608753,0.0232589295
0.00415,-0.0528045179,-0.0102672622
0.00416,0.0489790878,0.0184226547
0.00417,0.0586469536,-0.0445077577
0.00418,0.0451840818,-0.0825334438
0.00419,0.00281872944,0.0187354669
0.0042,-0.0349361043,0.093084672
0.00421,0.0264199891,0.00120344584
0.00422,0.0579577675,0.01438008
0.00423,0.071697241,-0.0681032635
0.00424,-0.00844872653,0.0725919349
0.00425,0.0221533056,-0.0265723339
0.00426,0.0291579749,0.0211943968
0.00427,-0.0369529963,0.0174821006
0.00428,-0.020682206,0.0268166975
0.00429,-0.00575026965,0.0583603347
0.0043,0.0225480188,0.037830714
0.00431,-0.015946241,-0.0106888095
0.00432,0.0312863164,-0.0402313648
0.00433,0.0202379679,-0.0106141159
0.00434,0.0415672313,-0.00446977439
0.00435,-0.0154717205,0.0212885983
0.00436,-0.0352745808,0.00621616718
0.00437,0.0377669106,-0.045874768
0.00438,0.0495987573,0.0469585897
0.00439,0.0490358946,0.0503039993
0.0044,0.0184128892,0.00191410256
0.00441,-0.00394645461,0.00198170656
0.00442,-0.00430105031,0.0419344406
0.00443,-0.0225021152,-0.0110707887
0.00444,-0.00261246275,0.0179676683
0.00445,0.0271569658,0.0245603615
0.00446,-0.0098150469,-0.0140674292
0.00447,0.0488163489,0.0146989417
0.00448,0.0367073006,-0.0253006653
0.00449,-0.0701352583,0.0173868793
0.0045,0.0279124079,-0.0281488424
0.00451,-0.0356042697,0.00890068889
0.00452,0.00811231175,-0.0197538412
0.00453,0.00114606362,-0.00814502967
0.00454,-0.0759686171,0.021103036
0.00455,0.0545498204,0.00347642397
0.00456,-0.0588640746,-0.044277623
0.00457,0.0257025478,0.0173201654
0.00458,0.0044471079,0.0143533854
0.00459,0.0166987797,-0.0333985249
0.0046,-0.00971824359,0.035137078
0.00461,-0.0344281833,-0.00265300459
0.00462,0.036562321,0.0511664478
0.00463,0.0753306441,0.0807093245
0.00464,0.0620232346,-0.0319471827
0.00465,-0.0458875262,-0.0548990564
0.00466,-0.0113883336,-0.0248854517
0.00467,0.0138626461,0.0609531501
0.00468,-0.0444344231,0.0152738506
0.00469,-0.00879956609,-0.0394273955
0.0047,-0.00746897076,0.0131367263
0.00471,-0.00405119685,-0.0131358387
0.00472,0.0167338187,-0.0325193714
0.00473,-0.00286850475,-0.0141906976
0.00474,0.0136106783,-0.112235065
0.00475,0.0289939429,0.0332172902
0.00476,0.0227657049,-0.0782980601
0.00477,-0.00616339015,-0.00929098792
0.00478,0.0290787947,-0.0786966368
0.00479,0.0522869557,0.0280719931
0.0048,0.0385967391,0.0222081049
0.00481,-0.0134838246,0.0339498575
0.00482,0.0210543811,-0.0321029689
0.00483,0.0132369031,-0.00656196357
0.00484,0.0706794111,0.010271899
0.00485,-0.0128653039,-0.0445551328
0.00486,-0.00571591822,-0.0544819347
0.00487,0.0125845464,0.0564403058
0.00488,0.0205062984,0.0101231233
0.00489,-0.0135972093,0.030689096
0.0049,0.00386791414,-0.0408577887
0.00491,-0.00588163575,0.0073700029
0.00492,0.00968961608,0.0010531676
0.00493,-0.0318194848,-0.0445467339
0.00494,0.0161837387,0.04563889
0.00495,0.0253059844,-0.016910049
0.00496,0.0339283264,0.0352593399
0.00497,0.0146510904,0.0237653554
0.00498,0.0481111144,0.00361662627
0.00499,0.041496662,0.0296411927
0.005,1.37434645,2.72457898
0.00501,0.483220934,2.99321217
0.00502,-0.461097858,3.04423498
0.00503,-1.37556645,2.6680162
0.00504,-2.13648585,2.11707971
0.00505,-2.69192915,1.29891
0.00506,-2.97250661,0.496993397
0.00507,-2.90636011,-0.426162656
0.00508,-2.66643349,-1.31302946
0.00509,-2.10623356,-2.09121108
0.0051,-1.33340285,-2.68684665
0.00511,-0.392099585,-2.85088481
0.00512,0.48430662,-2.93597673
0.00513,1.31210352,-2.68970386
0.00514,2.10459362,-2.08096837
0.00515,2.60016807,-1.31401777
0.00516,2.97687848,-0.496676949
0.00517,2.88267791,0.54047026
0.00518,2.56080846,1.35705547
0.00519,2.03531444,2.11184372
0.0052,1.37383323,2.60289783
0.00521,0.485787692,2.85175742
0.00522,-0.47436636,2.89220745
0.00523,-1.32685213,2.62873919
0.00524,-2.09434527,2.01868114
0.00525,-2.57294611,1.3470951
0.00526,-2.86779852,0.454769566
0.00527,-2.86438687,-0.376009112
0.00528,-2.59100554,-1.30387261
0.00529,-2.04730894,-2.03969747
0.0053,-1.3198998,-2.56307579
0.00531,-0.418660894,-2.88565348
0.00532,0.468950999,-2.8280189
0.00533,1.32451121,-2.5098915
0.00534,2.02822892,-2.05252109
0.00535,2.56100731,-1.27612784
0.00536,2.88318911,-0.450180952
0.00537,2.8339089,0.416500803
0.00538,2.53343309,1.29329215
0.00539,2.08598536,1.94232465
0.0054,1.28546473,2.55240965
0.00541,0.505389882,2.83390952
0.00542,-0.473701672,2.80828196
0.00543,-1.28421649,2.49292805
0.00544,-1.98411732,2.01478416
0.00545,-2.58818062,1.31926134
0.00546,-2.84505443,0.414475715
0.00547,-2.76805163,-0.40737634
0.00548,-2.49559709,-1.30432085
0.00549,-1.9673472,-2.01585073
0.0055,-1.27391195,-2.4335643
0.00551,-0.487963886,-2.75623547
0.00552,0.446086061,-2.73983163
0.00553,1.26793254,-2.48367489
0.00554,1.97119934,-1.94979246
0.00555,2.47180346,-1.28668944
0.00556,2.75773657,-0.46040696
0.00557,2.74362095,0.440552462
0.00558,2.42900941,1.24435508
0.00559,1.93565264,1.97423544
0.0056,1.21412712,2.45144481
0.00561,0.494184301,2.74093145
0.00562,-0.42940389,2.69840323
0.00563,-1.32385861,2.41813573
0.00564,-1.89042054,1.9379289
0.00565,-2.52170283,1.27410096
0.00566,-2.68153111,0.445139095
0.00567,-2.7169649,-0.431118266
0.00568,-2.43971803,-1.23896086
0.00569,-1.93504631,-1.93608289
0.0057,-1.27792189,-2.45662448
0.00571,-0.437622839,-2.71970798
0.00572,0.431989398,-2.7061041
0.00573,1.28463799,-2.44109162
0.00574,1.92194233,-1.85955378
0.00575,2.4716124,-1.24955485
0.00576,2.73388676,-0.406824534
0.00577,2.66411012,0.420176633
0.00578,2.45767983,1.31047839
0.00579,1.90278891,1.88140276
0.0058,1.28113035,2.38734076
0.00581,0.452328811,2.69817056
0.00582,-0.366713995,2.6853559
0.00583,-1.22610536,2.42772333
0.00584,-1.93931367,1.83080349
0.00585,-2.4108483,1.22857665
0.00586,-2.7105167,0.457664798
0.00587,-2.68675131,-0.359544002
0.00588,-2.37768498,-1.26419605
0.00589,-1.92794795,-1.89592426
0.0059,-1.22652951,-2.35339188
0.00591,-0.398915406,-2.66322707
0.00592,0.485684556,-2.6103034
0.00593,1.2195692,-2.46613617
0.00594,1.82056937,-1.9019175
0.00595,2.37236585,-1.16557752
0.00596,2.62429177,-0.407435526
0.00597,2.59331175,0.451945317
0.00598,2.34378147,1.16251538
0.00599,1.91253636,1.87603904
0.006,1.17249941,2.36616567
0.00601,0.378526257,2.61499968
0.00602,-0.416719594,2.67311813
0.00603,-1.2152912,2.35705994
0.00604,-1.90670596,1.85944844
0.00605,-2.3805501,1.14752358
0.00606,-2.57850219,0.395082062
0.00607,-2.63859626,-0.440116939
0.00608,-2.32738302,-1.14729476
0.00609,-1.81853868,-1.87395159
0.0061,-1.20506339,-2.32922891
0.00611,-0.454777384,-2.62893739
0.00612,0.444827026,-2.61771753
0.00613,1.17105686,-2.315506
0.00614,1.81202618,-1.82223351
0.00615,2.28769776,-1.18524389
0.00616,2.45927227,-0.381633865
0.00617,2.52092552,0.389753929
0.00618,2.33658225,1.1722549
0.00619,1.82220539,1.7994714
0.0062,1.10142978,2.31995301
0.00621,0.473356642,2.56817065
0.00622,-0.413145247,2.54120663
0.00623,-1.15896718,2.2241589
0.00624,-1.8115349,1.8475006
0.00625,-2.34281275,1.20641889
0.00626,-2.5098955,0.425658901
0.00627,-2.53289307,-0.397638558
0.00628,-2.29703446,-1.19764107
0.00629,-1.84046239,-1.8473605
0.0063,-1.1734519,-2.26064042
0.00631,-0.440197626,-2.49973416
0.00632,0.351282874,-2.46733973
0.00633,1.15079828,-2.29261234
0.00634,1.79446937,-1.72823203
0.00635,2.27250786,-1.19334554
0.00636,2.4786943,-0.38623944
0.00637,2.45112302,0.383978732
0.00638,2.29453023,1.16722053
0.00639,1.77319062,1.83441731
0.0064,1.13973595,2.16941604
0.00641,0.419552177,2.51404227
0.00642,-0.412391237,2.48128442
0.00643,-1.06169094,2.2124122
0.00644,-1.77794607,1.75110588
0.00645,-2.27545017,1.10098109
0.00646,-2.47688142,0.406257091
0.00647,-2.46089407,-0.421202781
0.00648,-2.21995613,-1.12187212
0.00649,-1.75435549,-1.80639658
0.0065,-1.08253592,-2.17243797
0.00651,-0.414473399,-2.42818043
0.00652,0.378932952,-2.49797839
0.00653,1.13925477,-2.18552846
0.00654,1.7089561,-1.74258525
0.00655,2.21316291,-1.11112453
0.00656,2.40653233,-0.380280254
0.00657,2.51340991,0.419066838
0.00658,2.1839363,1.06449941
0.00659,1.77787538,1.73836231
0.0066,1.08878236,2.16443379
0.00661,0.35643668,2.43307087
0.00662,-0.44725088,2.42675972
0.00663,-1.12373397,2.22551504
0.00664,-1.71233731,1.74125864
0.00665,-2.25443613,1.10681064
0.00666,-2.41409299,0.374687899
0.00667,-2.38303987,-0.298546059
0.00668,-2.083919,-1.10128281
0.00669,-1.69256735,-1.72611774
0.0067,-1.01668926,-2.17666384
0.00671,-0.41546802,-2.35821213
0.00672,0.322652739,-2.37335167
0.00673,1.06585176,-2.11638385
0.00674,1.79558543,-1.66782003
0.00675,2.13769319,-1.13144022
0.00676,2.36749331,-0.306291636
0.00677,2.3951047,0.355852662
0.00678,2.15486902,1.11547088
0.00679,1.66791111,1.6612925
0.0068,1.0705839,2.15468048
0.00681,0.364472184,2.30577635
0.00682,-0.403701732,2.42043949
0.00683,-1.12972696,2.14637251
0.00684,-1.72779043,1.73585193
0.00685,-2.08792025,1.12078077
0.00686,-2.39375214,0.350106393
0.00687,-2.37039299,-0.369967424
0.00688,-2.12761026,-1.10125389
0.00689,-1.71295996,-1.58231206
0.0069,-1.0544604,-2.08370125
0.00691,-0.350376785,-2.33622977
0.00692,0.382391694,-2.32709229
0.00693,1.10659438,-2.11992956
0.00694,1.63963221,-1.6854531
0.00695,2.03686425,-1.06661182
0.00696,2.35472304,-0.430171822
0.00697,2.35841438,0.385073099
0.00698,2.05053448,0.991555057
0.00699,1.6450085,1.64609416
0.007,1.03379857,2.08225667
0.00701,0.358261454,2.27931253
0.00702,-0.389464346,2.25442583
0.00703,-1.06575288,2.09518898
0.00704,-1.61816378,1.6190528
0.00705,-2.02740261,1.08389429
0.00706,-2.29420118,0.37858901
0.00707,-2.2826651,-0.417215668
0.00708,-2.06573764,-1.09764467
0.00709,-1.66555435,-1.62936864
0.0071,-1.04407113,-1.99809468
0.00711,-0.358503451,-2.23302742
0.00712,0.316781912,-2.26067551
0.00713,0.977195874,-2.08086078
0.00714,1.60718879,-1.6601132
0.00715,2.09592677,-1.05279975
0.00716,2.18377054,-0.380816757
0.00717,2.20868261,0.377106403
0.00718,2.00180706,0.953967108
0.00719,1.69389635,1.57106112
0.0072,1.01067284,2.06390228
0.00721,0.392997994,2.25031623
0.00722,-0.293737769,2.24065074
0.00723,-1.01939611,2.02339272
0.00724,-1.62635549,1.54565807
0.00725,-2.08967209,1.00603797
