run,t_s,I,Q
0,0.00535,0.908483214,0.528583292
0,0.00536,0.839562255,0.715895548
0,0.00537,0.609333273,0.804857291
0,0.00538,0.169656038,1.0339501
0,0.00539,-0.266115673,1.00308043
0,0.0054,-0.420877104,0.885958672
0,0.00541,-0.720114179,0.671453389
0,0.00542,-0.853192918,0.52273516
0,0.00543,-1.01222396,0.219054843
0,0.00544,-0.780232687,-0.13423258
0,0.00545,-0.870900771,-0.557484819
0,0.00546,-0.554929255,-0.608766591
0,0.00547,-0.417182652,-0.825585506
0,0.00548,-0.1311157,-0.920359379
0,0.00549,0.205937765,-1.01981215
0,0.0055,0.499859936,-0.907503226
0,0.00551,0.840762027,-0.590524266
0,0.00552,0.912843193,-0.411905206
0,0.00553,0.910845115,-0.113175821
0,0.00554,0.967065366,0.131267433
0,0.00555,0.8957478,0.547305597
0,0.00556,0.631906749,0.675039755
0,0.00557,0.441558636,0.895643504
0,0.00558,0.194062554,1.00096725
0,0.00559,-0.226140819,1.00701711
0,0.0056,-0.511142445,0.866046946
0,0.00561,-0.698744591,0.673025571
0,0.00562,-0.940856379,0.521763612
0,0.00563,-1.00552301,0.0469397596
0,0.00564,-0.907560392,-0.275486439
0,0.00565,-0.866662124,-0.529302998
0,0.00566,-0.593356111,-0.827104844
0,0.00567,-0.352557043,-1.03230575
0,0.00568,-0.0641030113,-1.06734529
0,0.00569,0.268586905,-1.05869616
0,0.0057,0.592700561,-0.858248966
0,0.00571,0.674036273,-0.665765802
0,0.00572,0.823692439,-0.417218351
0,0.00573,0.895015732,-0.265377859
0,0.00574,1.1310641,0.158345995
0,0.00575,0.737205924,0.499365275
0,0.00576,0.714822421,0.629098595
0,0.00577,0.52036513,0.876106247
0,0.00578,0.218161216,1.00674886
0,0.00579,-0.201421308,0.86986053
0,0.0058,-0.580365274,0.923226804
0,0.00581,-0.690284894,0.530302149
0,0.00582,-0.888774789,0.298454543
0,0.00583,-1.06181672,0.159799306
0,0.00584,-0.994202948,-0.0524705269
0,0.00585,-0.850542335,-0.404304445
0,0.00586,-0.788171778,-0.738918766
0,0.00587,-0.473510414,-0.89849956
0,0.00588,-0.203016945,-0.985615123
0,0.00589,0.211832173,-1.00500664
0,0.0059,0.599091426,-0.879362875
0,0.00591,0.69330008,-0.614372299
0,0.00592,0.919903747,-0.412699636
0,0.00593,1.08056363,-0.0784948525
0,0.00594,1.07655627,0.269349851
0,0.00595,0.780358783,0.471851139
0,0.00596,0.663832979,0.648093069
0,0.00597,0.400344983,0.997237482
0,0.00598,0.0624618328,1.03232687
0,0.00599,-0.0962166638,1.15640751
0,0.006,-0.452464823,0.849371883
0,0.00601,-0.701017223,0.847678557
0,0.00602,-0.876056183,0.443036037
0,0.00603,-0.892225555,0.225019671
0,0.00604,-0.917249271,-0.167191187
0,0.00605,-0.917334812,-0.666416569
0,0.00606,-0.699926319,-0.612231064
0,0.00607,-0.383773886,-0.856757071
0,0.00608,0.00685554288,-1.00035491
0,0.00609,0.21425417,-0.900324633
0,0.0061,0.582891307,-0.697995712
0,0.00611,0.693842171,-0.58125308
0,0.00612,0.97592172,-0.329969647
0,0.00613,1.11845047,-0.0976123726
0,0.00614,0.863900735,0.166134339
0,0.00615,0.898180754,0.583368706
0,0.00616,0.722236674,0.736738158
0,0.00617,0.555365093,0.964076164
0,0.00618,0.0377054279,1.07189865
0,0.00619,-0.142190264,0.935952115
0,0.0062,-0.53451206,0.908373008
0,0.00621,-0.725840688,0.672180417
0,0.00622,-0.846526967,0.34277748
0,0.00623,-1.02015742,0.0116189332
0,0.00624,-1.04744885,-0.148034477
0,0.00625,-0.920278362,-0.401307556
0,0.00626,-0.529092228,-0.738932648
0,0.00627,-0.312208207,-0.881704578
0,0.00628,-0.104480885,-0.915310745
0,0.00629,0.258749517,-0.946694742
0,0.0063,0.492867914,-0.945804243
0,0.00631,0.735117748,-0.457330913
0,0.00632,0.878041012,-0.519811538
0,0.00633,0.912694879,0.0349074466
0,0.00634,0.967400838,0.101180238
0,0.00635,0.891163379,0.505745985
0,0.00636,0.830627892,0.747397423
0,0.00637,0.385070778,0.956632731
0,0.00638,0.0306179113,0.97563691
0,0.00639,-0.20357998,0.944434821
0,0.0064,-0.504722791,0.868679502
0,0.00641,-0.755872017,0.638903751
0,0.00642,-0.922602187,0.510470565
0,0.00643,-1.08818777,0.148335802
0,0.00644,-1.04542811,-0.29138511
0,0.00645,-0.884469563,-0.391950553
0,0.00646,-0.651077043,-0.718226646
0,0.00647,-0.416886793,-0.87263465
0,0.00648,-0.179380146,-1.05506209
0,0.00649,0.233862194,-1.04197911
0,0.0065,0.433738276,-0.817785643
0,0.00651,0.806304827,-0.534191939
0,0.00652,0.912626122,-0.439391905
0,0.00653,1.03682466,-0.00314144726
0,0.00654,0.956976317,0.19622349
0,0.00655,0.957694877,0.624785203
0,0.00656,0.628000496,0.637976568
0,0.00657,0.458275699,0.93809843
0,0.00658,0.14242709,1.00307659
0,0.00659,-0.211234516,1.01781253
0,0.0066,-0.426441315,0.821853034
0,0.00661,-0.645248307,0.708257079
0,0.00662,-0.988545478,0.454577264
0,0.00663,-0.994330599,0.102058689
0,0.00664,-0.940463269,-0.169209834
0,0.00665,-0.912081223,-0.430635342
0,0.00666,-0.696584215,-0.683098476
0,0.00667,-0.375157354,-0.99164466
0,0.00668,-0.187560695,-1.05371729
0,0.00669,0.321715477,-0.922371523
0,0.0067,0.424962598,-0.906695344
0,0.00671,0.686058866,-0.63865847
0,0.00672,0.903873613,-0.438658333
0,0.00673,1.00332952,-0.0994977004
0,0.00674,0.946976694,0.308693919
0,0.00675,0.857800974,0.419029905
0,0.00676,0.639718747,0.682907877
0,0.00677,0.314596589,0.92637644
0,0.00678,0.133771738,1.14106535
0,0.00679,-0.171413129,0.939651445
0,0.0068,-0.330698081,0.819361838
0,0.00681,-0.737513378,0.746593323
0,0.00682,-0.883635752,0.444257584
0,0.00683,-0.934357128,-0.0131714323
0,0.00684,-1.05482787,-0.302520861
0,0.00685,-0.870221873,-0.405238522
0,0.00686,-0.565462409,-0.75126961
0,0.00687,-0.532731938,-0.811811294
0,0.00688,-0.146276977,-0.868634055
0,0.00689,0.136884995,-0.925528917
0,0.0069,0.578272588,-0.890334869
0,0.00691,0.693410209,-0.739609414
0,0.00692,0.946256381,-0.482557262
0,0.00693,1.03397106,-0.052882885
0,0.00694,0.96211314,0.245966525
0,0.00695,1.02370499,0.487770676
